Date,Description,Amount
2024-02-18,Printer Paper,664
2024-12-16,Canva Pro,12484
2024-12-22,Facebook Ads,7247
2024-04-03,Electricity Bill,3612
2024-03-31,Printer Paper,1754
2024-02-16,Facebook Ads,9186
2024-04-12,Office Chair,34307
2024-11-20,Notion Annual,5802
2024-02-18,Printer Paper,2150
2024-11-06,Courier Charge,367
2024-12-15,Intern Stipend,23876
2024-01-01,Swiggy Team Lunch,990
2024-06-16,Local Vendor,238
2024-10-17,Facebook Ads,1453
2024-04-06,Swiggy Team Lunch,1006
2024-06-25,Electricity Bill,2588
2024-11-03,Pens Purchase,933
2024-08-13,Restaurant Meeting,1024
2024-01-16,Monitor Setup,37170
2024-03-02,Intern Stipend,78211
2024-06-27,Flight Booking,1082
2024-09-11,Monitor Setup,14535
2024-06-21,Zoom License,5523
2024-08-17,WiFi Payment,3985
2024-02-03,Pens Purchase,2571
2024-03-13,Swiggy Team Lunch,1797
2024-07-25,GitHub Pro,2042
2024-09-02,Payroll Transfer,23841
2024-12-05,Pens Purchase,672
2024-10-21,Restaurant Meeting,2606
2024-11-25,Misc Purchase,4675
2024-03-10,Notion Annual,3124
2024-11-16,Electricity Bill,3199
2024-07-12,Facebook Ads,8129
2024-09-08,Printer Paper,397
2024-09-04,Printer Paper,2598
2024-05-27,Facebook Ads,9152
2024-01-22,Intern Stipend,74477
2024-10-27,AWS Subscription,3015
2024-06-09,Repair Service,5450
2024-01-25,Intern Stipend,21832
2024-06-29,Rail Ticket,1742
2024-08-10,Local Vendor,5804
2024-07-08,Repair Service,4367
2024-08-22,Employee Salary,26465
2024-06-12,Monitor Setup,54688
2024-09-10,Pens Purchase,1133
2024-07-14,AWS Subscription,870
2024-01-03,AWS Subscription,2879
2024-07-18,Notion Annual,1950
2024-07-24,Notion Annual,7363
2024-11-02,Employee Salary,29284
2024-08-04,Notion Annual,7724
2024-07-28,Ola Cab,2433
2024-07-30,Payroll Transfer,73972
2024-04-07,Facebook Ads,14805
2024-11-16,Broadband Recharge,885
2024-08-17,Google Ads,12403
2024-11-22,Monitor Setup,12621
2024-09-07,Office Stationery,950
2024-06-16,Office Stationery,2499
2024-12-21,Office Chair,52623
2024-05-26,Facebook Ads,9786
2024-03-02,Flight Booking,1088
2024-10-11,Google Ads,2417
2024-09-22,Electricity Bill,1841
2024-02-25,Payroll Transfer,51379
2024-07-17,Office Stationery,455
2024-12-21,Laptop Purchase,57973
2024-11-11,Office Stationery,2085
2024-03-14,Zomato Dinner,3324
2024-12-05,WiFi Payment,1136
2024-06-11,Repair Service,1923
2024-03-19,Intern Stipend,20931
2024-06-28,Zomato Dinner,1018
2024-07-19,Electricity Bill,1262
2024-09-15,Google Ads,5780
2024-11-17,Office Stationery,1053
2024-08-12,Notion Annual,5890
2024-05-05,Payroll Transfer,24547
2024-03-23,Courier Charge,4761
2024-02-27,Office Chair,11716
2024-09-30,Printer Paper,2421
2024-03-27,Intern Stipend,67217
2024-03-14,Zomato Dinner,457
2024-01-04,Pens Purchase,1257
2024-01-30,Google Ads,10219
2024-04-24,Canva Pro,2960
2024-02-07,Intern Stipend,55755
2024-08-31,Intern Stipend,74001
2024-11-11,Facebook Ads,12233
2024-05-01,Facebook Ads,13256
2024-06-25,WiFi Payment,2848
2024-08-20,Broadband Recharge,2054
2024-03-14,Courier Charge,2033
2024-05-11,Ola Cab,3382
2024-01-11,Office Chair,56497
2024-01-22,Facebook Ads,3359
2024-07-24,Broadband Recharge,2659
2024-07-26,Office Chair,21638
2024-08-19,Facebook Ads,8546
2024-07-05,Broadband Recharge,4597
2024-07-23,Zomato Dinner,3025
2024-04-21,Monitor Setup,24122
2024-12-03,Zoom License,7656
2024-07-28,Zomato Dinner,2545
2024-04-19,Restaurant Meeting,1557
2024-02-25,Google Ads,8704
2024-11-15,Misc Purchase,2660
2024-04-21,Google Ads,4267
2024-03-21,Restaurant Meeting,3945
2024-04-02,Canva Pro,8074
2024-07-16,Electricity Bill,2491
2024-12-14,Office Chair,56888
2024-04-11,Desk Equipment,45687
2024-08-27,Desk Equipment,28741
2024-09-06,Zoom License,6747
2024-11-09,Restaurant Meeting,3426
2024-02-19,Local Vendor,5739
2024-01-05,Office Stationery,387
2024-02-16,Payroll Transfer,75876
2024-03-18,Zomato Dinner,1131
2024-02-03,Notion Annual,7386
2024-10-25,Restaurant Meeting,1592
2024-12-26,Broadband Recharge,3573
2024-02-21,Office Chair,27873
2024-03-24,Repair Service,1445
2024-11-12,Google Ads,9721
2024-10-09,Google Ads,10202
2024-12-19,WiFi Payment,3103
2024-03-16,AWS Subscription,5938
2024-03-10,Electricity Bill,1122
2024-09-01,Facebook Ads,7215
2024-12-18,Laptop Purchase,46415
2024-10-19,Zomato Dinner,2695
2024-09-08,Desk Equipment,9301
2024-07-08,Zomato Dinner,648
2024-11-15,Office Stationery,852
2024-02-26,Rail Ticket,1424
2024-12-30,Notion Annual,2894
2024-09-10,Printer Paper,2769
2024-10-29,Intern Stipend,78395
2024-05-09,Google Ads,6983
2024-01-13,Notion Annual,4763
2024-01-27,Broadband Recharge,2167
2024-08-17,Notion Annual,2655
2024-05-19,Facebook Ads,1662
2024-06-19,WiFi Payment,1457
2024-11-15,Local Vendor,1270
2024-01-10,Intern Stipend,57594
2024-08-28,Rail Ticket,1835
2024-12-21,Facebook Ads,1589
2024-07-06,Rail Ticket,2949
2024-12-28,Misc Purchase,3535
2024-05-13,Swiggy Team Lunch,1718
2024-05-24,Repair Service,4204
2024-12-09,Uber Ride,3885
2024-09-17,Pens Purchase,1605
2024-02-24,Office Stationery,826
2024-07-10,AWS Subscription,1950
2024-05-01,Office Stationery,2642
2024-01-07,Office Stationery,339
2024-03-20,Restaurant Meeting,588
2024-12-06,WiFi Payment,3510
2024-01-29,Pens Purchase,799
2024-02-11,Monitor Setup,56894
2024-02-16,Laptop Purchase,55071
2024-12-17,Payroll Transfer,71877
2024-02-10,Zoom License,909
2024-09-28,Facebook Ads,11247
2024-04-11,GitHub Pro,7197
2024-08-28,WiFi Payment,2324
2024-04-04,Uber Ride,3825
2024-03-31,Local Vendor,851
2024-10-04,Notion Annual,1678
2024-02-08,AWS Subscription,6257
2024-06-13,Zoom License,7451
2024-11-21,Zoom License,3733
2024-11-23,Rail Ticket,4350
2024-05-08,Ola Cab,3694
2024-09-28,Restaurant Meeting,1286
2024-12-15,Intern Stipend,78363
2024-02-03,Flight Booking,1521
2024-06-25,Employee Salary,52369
2024-08-08,Intern Stipend,69522
2024-01-07,Pens Purchase,2126
2024-07-04,Printer Paper,2709
2024-06-12,Pens Purchase,1374
2024-07-08,Broadband Recharge,4735
2024-06-09,Broadband Recharge,4806
2024-10-27,Repair Service,2068
2024-06-29,Laptop Purchase,53276
2024-06-15,Facebook Ads,8563
2024-08-19,Facebook Ads,8608
2024-07-16,Monitor Setup,56356
2024-06-11,Google Ads,3284
2024-07-23,Canva Pro,3447
2024-12-04,Swiggy Team Lunch,2079
2024-04-04,Monitor Setup,46858
2024-07-19,AWS Subscription,634
2024-06-21,Electricity Bill,3019
2024-07-19,AWS Subscription,4574
2024-05-22,Office Chair,44000
2024-11-06,Zoom License,4485
2024-03-22,Broadband Recharge,4364
2024-06-29,WiFi Payment,1289
2024-12-27,Office Stationery,1624
2024-03-13,WiFi Payment,3170
2024-04-20,GitHub Pro,7083
2024-06-06,Facebook Ads,1212
2024-06-08,Office Chair,49317
2024-11-02,Canva Pro,2996
2024-07-10,Office Chair,30354
2024-08-30,Office Chair,45049
2024-07-08,Office Stationery,2131
2024-06-16,Google Ads,4431
2024-08-31,Notion Annual,5692
2024-06-18,Flight Booking,4928
2024-11-19,Zoom License,3136
2024-05-07,Zoom License,7162
2024-01-10,WiFi Payment,4648
2024-02-18,Restaurant Meeting,3907
2024-06-13,Google Ads,11217
2024-08-24,Pens Purchase,2310
2024-07-18,Uber Ride,3882
2024-03-14,Notion Annual,6331
2024-05-06,Swiggy Team Lunch,2240
2024-07-01,AWS Subscription,3180
2024-05-19,WiFi Payment,1997
2024-11-05,Zomato Dinner,1586
2024-04-06,Repair Service,5490
2024-04-09,Printer Paper,548
2024-07-11,Courier Charge,2233
2024-01-06,Canva Pro,14411
2024-03-14,Flight Booking,1873
2024-11-29,Uber Ride,436
2024-08-26,Google Ads,7039
2024-07-14,Desk Equipment,49018
2024-08-15,Repair Service,5064
2024-08-21,Swiggy Team Lunch,1420
2024-05-25,Ola Cab,3913
2024-01-09,Monitor Setup,29155
2024-10-09,Office Stationery,1637
2024-06-10,Broadband Recharge,1961
2024-11-17,Canva Pro,1417
2024-07-21,Canva Pro,6306
2024-01-18,Office Chair,48178
2024-10-18,Flight Booking,4833
2024-12-31,Intern Stipend,23660
2024-02-04,Desk Equipment,12186
2024-09-24,Monitor Setup,14701
2024-07-03,Monitor Setup,14020
2024-07-30,Zomato Dinner,632
2024-07-24,Swiggy Team Lunch,2317
2024-08-01,Local Vendor,4498
2024-10-07,Canva Pro,3539
2024-03-22,Office Stationery,2137
2024-05-02,Printer Paper,1231
2024-10-12,Intern Stipend,64795
2024-12-23,Employee Salary,62133
2024-01-22,GitHub Pro,847
2024-03-11,Zoom License,1750
2024-07-17,Courier Charge,2845
2024-05-28,Google Ads,9359
2024-10-08,Electricity Bill,4199
2024-10-28,Office Stationery,1119
2024-10-25,Employee Salary,35040
2024-12-25,Electricity Bill,3662
2024-09-17,Pens Purchase,1807
2024-03-18,Desk Equipment,21944
2024-11-14,Local Vendor,5341
2024-07-10,Flight Booking,4756
2024-04-13,Misc Purchase,1509
2024-06-16,Flight Booking,1803
2024-11-29,Rail Ticket,1176
2024-08-16,Rail Ticket,436
2024-04-04,Misc Purchase,1876
2024-02-24,Office Stationery,1887
2024-10-18,Zoom License,6723
2024-07-03,Ola Cab,2685
2024-10-17,Electricity Bill,2682
2024-01-13,Ola Cab,4386
2024-04-02,Uber Ride,1972
2024-07-17,Swiggy Team Lunch,2346
2024-11-04,Zomato Dinner,1900
2024-10-14,Desk Equipment,39468
2024-11-11,Ola Cab,836
2024-11-13,Office Stationery,427
2024-01-01,Employee Salary,37972
2024-10-17,Rail Ticket,3324
2024-07-07,Laptop Purchase,11508
2024-07-09,Zoom License,3966
2024-11-30,Printer Paper,2010
2024-01-18,Payroll Transfer,70491
2024-05-14,Printer Paper,880
2024-11-21,Electricity Bill,1785
2024-01-08,Payroll Transfer,31441
2024-08-21,Office Stationery,1261
2024-01-12,Courier Charge,2412
2024-04-20,Electricity Bill,2055
2024-01-16,Printer Paper,1845
2024-08-26,Payroll Transfer,48343
2024-10-22,Google Ads,1217
2024-05-23,Intern Stipend,24129
2024-05-16,Rail Ticket,1860
2024-04-06,Intern Stipend,37823
2024-01-01,GitHub Pro,7138
2024-08-10,Intern Stipend,74748
2024-01-25,Misc Purchase,2096
2024-11-02,Flight Booking,924
2024-08-29,Zomato Dinner,3661
2024-12-03,Repair Service,3257
2024-10-03,Restaurant Meeting,2556
2024-11-23,Office Chair,56181
2024-10-24,Zomato Dinner,1012
2024-06-26,Facebook Ads,8659
2024-12-11,Ola Cab,4251
2024-08-09,Misc Purchase,3151
2024-03-11,Pens Purchase,1337
2024-08-26,Zomato Dinner,2943
2024-01-22,WiFi Payment,2145
2024-11-16,Restaurant Meeting,3821
2024-11-19,Office Chair,43403
2024-04-15,Monitor Setup,59922
2024-08-02,Google Ads,14491
2024-01-22,Pens Purchase,2528
2024-01-03,Local Vendor,4914
2024-12-16,Ola Cab,2057
2024-06-15,Zomato Dinner,778
2024-09-24,Restaurant Meeting,1917
2024-06-28,Google Ads,10453
2024-02-24,Canva Pro,13313
2024-12-21,GitHub Pro,1775
2024-09-15,AWS Subscription,7816
2024-02-06,Printer Paper,891
2024-06-04,Ola Cab,3526
2024-04-07,AWS Subscription,7172
2024-05-31,Employee Salary,22038
2024-12-14,Office Stationery,1060
2024-08-19,Office Stationery,1338
2024-12-04,Printer Paper,1764
2024-11-01,Google Ads,12433
2024-07-10,Flight Booking,3376
2024-11-13,Notion Annual,4010
2024-12-13,WiFi Payment,1143
2024-06-12,Electricity Bill,4895
2024-12-24,Swiggy Team Lunch,1347
2024-08-04,Broadband Recharge,1602
2024-01-14,Restaurant Meeting,2308
2024-02-14,Google Ads,8986
2024-02-12,Broadband Recharge,1554
2024-07-13,AWS Subscription,4224
2024-08-28,Swiggy Team Lunch,2772
2024-10-09,Payroll Transfer,40303
2024-02-18,Electricity Bill,4163
2024-10-30,Intern Stipend,28413
2024-02-05,Intern Stipend,49126
2024-05-20,Repair Service,3994
2024-01-25,Canva Pro,11710
2024-09-08,Uber Ride,4433
2024-03-24,Desk Equipment,27227
2024-06-18,Payroll Transfer,59395
2024-03-20,Google Ads,12252
2024-09-05,Office Stationery,2274
2024-11-30,AWS Subscription,3672
2024-06-03,Desk Equipment,10875
2024-12-15,Monitor Setup,30286
2024-12-24,Electricity Bill,4442
2024-03-12,Office Stationery,973
2024-09-11,Laptop Purchase,36711
2024-01-11,Restaurant Meeting,2061
2024-10-05,Courier Charge,5400
2024-01-18,Printer Paper,2240
2024-12-25,Rail Ticket,4765
2024-02-14,Google Ads,2067
2024-07-24,Flight Booking,4088
2024-03-02,Repair Service,1326
2024-10-19,Employee Salary,25660
2024-12-03,Monitor Setup,37235
2024-05-14,Courier Charge,4765
2024-10-25,Electricity Bill,2319
2024-01-21,Google Ads,10169
2024-06-02,Zoom License,1707
2024-07-09,Desk Equipment,8733
2024-01-07,Intern Stipend,71648
2024-10-26,Pens Purchase,1389
2024-03-11,Local Vendor,2684
2024-09-02,Swiggy Team Lunch,3824
2024-08-31,Zoom License,5939
2024-02-20,Broadband Recharge,2554
2024-11-20,Desk Equipment,44243
2024-12-07,Local Vendor,1396
2024-02-04,Monitor Setup,57841
2024-10-16,WiFi Payment,1394
2024-07-30,Monitor Setup,49087
2024-05-14,Swiggy Team Lunch,3691
2024-08-09,Google Ads,13326
2024-07-21,Payroll Transfer,71159
2024-07-10,Employee Salary,64017
2024-04-25,Facebook Ads,10935
2024-09-17,Desk Equipment,48297
2024-11-21,Canva Pro,13376
2024-09-23,Monitor Setup,47254
2024-08-09,Rail Ticket,814
2024-10-14,Payroll Transfer,24347
2024-11-24,Pens Purchase,896
2024-07-20,Payroll Transfer,38178
2024-06-04,Rail Ticket,2997
2024-08-28,Courier Charge,2724
2024-12-18,Misc Purchase,3362
2024-06-21,Repair Service,4044
2024-06-24,Pens Purchase,2305
2024-11-18,Local Vendor,2261
2024-10-31,Flight Booking,2567
2024-06-14,Repair Service,2764
2024-06-05,Zoom License,3355
2024-12-12,Notion Annual,4740
2024-11-02,Facebook Ads,5323
2024-04-06,Canva Pro,11798
2024-12-17,Office Chair,20449
2024-10-10,Restaurant Meeting,2523
2024-08-24,Swiggy Team Lunch,3568
2024-05-29,Repair Service,1160
2024-11-20,Zoom License,5399
2024-11-27,Swiggy Team Lunch,3934
2024-07-19,Broadband Recharge,2812
2024-10-17,WiFi Payment,3017
2024-03-15,WiFi Payment,3596
2024-03-04,Uber Ride,2268
2024-01-02,Canva Pro,7440
2024-09-10,Office Stationery,1343
2024-09-18,WiFi Payment,3069
2024-01-27,Google Ads,5353
2024-10-31,Canva Pro,9020
2024-07-17,Printer Paper,2090
2024-04-02,Swiggy Team Lunch,872
2024-01-22,Printer Paper,523
2024-10-07,Printer Paper,740
2024-02-19,Courier Charge,1243
2024-12-04,Google Ads,1654
2024-06-21,Employee Salary,27302
2024-05-03,Flight Booking,3720
2024-11-05,Zoom License,5565
2024-03-18,Flight Booking,2136
2024-06-11,Intern Stipend,58280
2024-07-15,Zoom License,7100
2024-02-16,AWS Subscription,1813
2024-02-18,Rail Ticket,1220
2024-05-03,GitHub Pro,2310
2024-03-29,WiFi Payment,2156
2024-01-02,Notion Annual,1379
2024-10-23,Notion Annual,4065
2024-04-28,Facebook Ads,4496
2024-12-30,Office Stationery,1973
2024-07-15,Broadband Recharge,2031
2024-05-19,Google Ads,9868
2024-09-25,GitHub Pro,4077
2024-09-12,Zomato Dinner,384
2024-11-06,Misc Purchase,3822
2024-12-26,Notion Annual,1683
2024-03-27,Pens Purchase,1846
2024-06-09,Google Ads,4570
2024-05-07,Zomato Dinner,1422
2024-11-03,Ola Cab,3308
2024-11-26,Electricity Bill,2799
2024-07-18,Printer Paper,389
2024-01-11,Zomato Dinner,1860
2024-08-05,Broadband Recharge,4448
2024-06-27,Printer Paper,1344
2024-05-13,Notion Annual,3503
2024-04-22,Electricity Bill,2180
2024-07-14,Repair Service,497
2024-04-27,Swiggy Team Lunch,3415
2024-02-17,Pens Purchase,950
2024-02-10,Local Vendor,2251
2024-03-17,Courier Charge,3911
2024-05-22,Ola Cab,3770
2024-06-08,Monitor Setup,34834
2024-02-17,Laptop Purchase,23192
2024-03-31,Intern Stipend,62901
2024-03-26,Rail Ticket,3667
2024-04-10,AWS Subscription,7116
2024-05-17,Office Stationery,715
2024-08-24,Laptop Purchase,59056
2024-03-19,Courier Charge,1665
2024-01-05,Repair Service,2212
2024-05-19,Swiggy Team Lunch,3438
2024-09-15,Local Vendor,4303
2024-03-26,Payroll Transfer,28844
2024-03-08,Payroll Transfer,30217
2024-05-22,Notion Annual,5201
2024-03-30,Electricity Bill,4526
2024-03-23,Pens Purchase,1316
2024-03-10,Employee Salary,44734
2024-09-27,Payroll Transfer,50197
2024-10-08,WiFi Payment,4035
2024-08-26,Misc Purchase,4501
2024-10-22,Courier Charge,5160
2024-07-27,Facebook Ads,9576
2024-01-19,Desk Equipment,16273
2024-07-07,AWS Subscription,5413
2024-07-14,Uber Ride,3578
2024-01-13,Facebook Ads,7121
2024-01-09,Zomato Dinner,1113
2024-11-22,GitHub Pro,6849
2024-03-12,Desk Equipment,46694
2024-03-13,Rail Ticket,2202
2024-08-12,Employee Salary,79222
2024-08-26,Rail Ticket,3470
2024-08-25,Broadband Recharge,2476
2024-05-05,Desk Equipment,11365
2024-07-10,Laptop Purchase,27360
2024-07-16,Payroll Transfer,50480
2024-05-30,Google Ads,10801
2024-09-01,Restaurant Meeting,2559
2024-06-29,Payroll Transfer,24440
2024-09-16,Swiggy Team Lunch,1571
2024-03-15,Laptop Purchase,14638
2024-01-13,Courier Charge,690
2024-09-23,Repair Service,5366
2024-07-25,Swiggy Team Lunch,2136
2024-06-26,Restaurant Meeting,2185
2024-01-27,Zomato Dinner,1807
2024-09-06,Local Vendor,3791
2024-12-07,Canva Pro,1592
2024-07-12,Local Vendor,1456
2024-08-13,Restaurant Meeting,3225
2024-04-10,Ola Cab,1364
2024-05-21,Pens Purchase,1872
2024-01-23,Google Ads,1686
2024-04-09,Uber Ride,1289
2024-08-01,Canva Pro,4172
2024-10-17,Desk Equipment,43851
2024-02-03,Ola Cab,204
2024-09-04,Laptop Purchase,25400
2024-03-25,Office Stationery,2218
2024-12-08,Electricity Bill,1455
2024-08-28,Broadband Recharge,3848
2024-09-26,Flight Booking,2874
2024-05-05,Office Chair,46918
2024-09-04,AWS Subscription,4054
2024-06-02,Flight Booking,4368
2024-01-27,WiFi Payment,4115
2024-03-16,Flight Booking,1072
2024-05-07,Repair Service,1993
2024-12-23,Electricity Bill,1607
2024-07-23,Courier Charge,3580
2024-06-02,Canva Pro,6426
2024-11-15,Office Stationery,965
2024-06-09,WiFi Payment,1343
2024-08-09,Payroll Transfer,46602
2024-01-16,Desk Equipment,39009
2024-06-06,Zomato Dinner,784
2024-09-08,GitHub Pro,7701
2024-07-26,Canva Pro,4506
2024-05-04,Google Ads,5693
2024-11-02,Office Chair,18432
2024-02-12,Restaurant Meeting,1843
2024-01-05,Office Stationery,637
2024-02-17,Desk Equipment,40286
2024-08-29,Laptop Purchase,8136
2024-05-29,Laptop Purchase,16747
2024-12-24,Restaurant Meeting,3108
2024-02-14,Restaurant Meeting,2642
2024-06-07,Employee Salary,78515
2024-10-25,Swiggy Team Lunch,459
2024-01-01,Office Stationery,2816
2024-07-19,Zoom License,7848
2024-10-30,Electricity Bill,2989
2024-03-11,Uber Ride,2530
2024-05-13,Printer Paper,2782
2024-11-06,Laptop Purchase,40533
2024-07-20,Notion Annual,762
2024-12-21,Restaurant Meeting,966
2024-09-17,Broadband Recharge,3738
2024-08-02,Flight Booking,3485
2024-06-16,Notion Annual,5957
2024-03-17,Zoom License,4278
2024-01-31,Laptop Purchase,13207
2024-08-17,Office Stationery,741
2024-02-07,Monitor Setup,55367
2024-10-23,Flight Booking,2821
2024-07-28,GitHub Pro,4066
2024-10-27,Pens Purchase,2561
2024-12-01,Ola Cab,4076
2024-07-19,Payroll Transfer,30258
2024-01-26,Notion Annual,1041
2024-04-05,Payroll Transfer,45530
2024-12-29,Broadband Recharge,4056
2024-06-16,Zomato Dinner,844
2024-10-17,Canva Pro,6157
2024-03-25,Laptop Purchase,59328
2024-09-06,Rail Ticket,963
2024-03-12,Swiggy Team Lunch,472
2024-04-13,GitHub Pro,2776
2024-01-05,Desk Equipment,10519
2024-11-10,Restaurant Meeting,1704
2024-02-23,Zomato Dinner,311
2024-04-18,WiFi Payment,2452
2024-12-03,Office Chair,52587
2024-07-19,Courier Charge,4548
2024-01-21,Repair Service,3763
2024-10-02,WiFi Payment,3177
2024-06-19,Electricity Bill,3130
2024-11-17,Payroll Transfer,58621
2024-08-25,Printer Paper,2009
2024-10-29,Notion Annual,7338
2024-06-02,GitHub Pro,2668
2024-10-23,Employee Salary,63806
2024-01-03,Rail Ticket,2373
2024-04-23,Repair Service,532
2024-01-02,Electricity Bill,4052
2024-05-20,Google Ads,2246
2024-09-13,Misc Purchase,333
2024-10-24,Uber Ride,4268
2024-02-29,Notion Annual,6887
2024-06-17,GitHub Pro,5093
2024-12-16,Monitor Setup,8931
2024-11-27,Google Ads,6386
2024-02-20,GitHub Pro,669
2024-12-02,Office Chair,19077
2024-03-23,Flight Booking,3604
2024-03-24,Google Ads,12946
2024-05-27,Swiggy Team Lunch,3433
2024-03-20,Uber Ride,824
2024-02-03,Office Stationery,1281
2024-08-19,Ola Cab,1128
2024-09-30,Swiggy Team Lunch,2349
2024-09-03,WiFi Payment,1800
2024-02-17,Uber Ride,3118
2024-04-06,Swiggy Team Lunch,1888
2024-11-13,Courier Charge,349
2024-03-15,Office Stationery,964
2024-12-19,Swiggy Team Lunch,2438
2024-11-19,Repair Service,4121
2024-07-18,Swiggy Team Lunch,1693
2024-09-19,Google Ads,14226
2024-04-07,Google Ads,3744
2024-04-26,WiFi Payment,1348
2024-07-17,WiFi Payment,4550
2024-04-11,Restaurant Meeting,1810
2024-04-06,Employee Salary,49681
2024-01-09,Intern Stipend,43292
2024-07-31,Restaurant Meeting,1687
2024-08-25,Payroll Transfer,76492
2024-10-31,Office Stationery,693
2024-03-10,Local Vendor,5056
2024-03-02,Broadband Recharge,3591
2024-05-05,Intern Stipend,40779
2024-01-20,Rail Ticket,2603
2024-12-06,Office Stationery,1529
2024-03-19,Office Chair,32876
2024-02-08,Flight Booking,3575
2024-09-12,Courier Charge,815
2024-01-12,Flight Booking,3533
2024-04-04,Payroll Transfer,41479
2024-11-04,Office Stationery,2450
2024-02-18,Printer Paper,764
2024-03-04,Flight Booking,2807
2024-02-10,Monitor Setup,46156
2024-06-08,AWS Subscription,2765
2024-10-22,Local Vendor,4696
2024-12-02,Courier Charge,4724
2024-01-21,Uber Ride,3506
2024-12-02,Rail Ticket,961
2024-01-27,Zomato Dinner,3335
2024-10-28,Laptop Purchase,14181
2024-09-01,Employee Salary,78418
2024-07-03,Payroll Transfer,73051
2024-05-15,Canva Pro,2751
2024-06-20,Monitor Setup,13374
2024-10-18,Monitor Setup,50499
2024-08-28,Pens Purchase,368
2024-12-15,Zoom License,1887
2024-01-03,Repair Service,3541
2024-04-06,Courier Charge,4924
2024-01-31,WiFi Payment,2748
2024-12-07,Google Ads,11047
2024-09-27,Google Ads,14517
2024-07-26,Flight Booking,1315
2024-05-17,Canva Pro,5713
2024-08-03,AWS Subscription,6290
2024-02-28,Rail Ticket,211
2024-05-09,Canva Pro,4132
2024-10-24,Monitor Setup,49996
2024-03-08,Pens Purchase,1319
2024-01-24,Employee Salary,36383
2024-03-09,Pens Purchase,1916
2024-10-21,Notion Annual,1422
2024-02-26,Intern Stipend,33775
2024-06-23,Payroll Transfer,27009
2024-03-16,GitHub Pro,1682
2024-07-29,Printer Paper,1631
2024-12-14,Canva Pro,9501
2024-11-21,Rail Ticket,1851
2024-06-29,Monitor Setup,33507
2024-09-07,Zoom License,4513
2024-05-09,Rail Ticket,600
2024-03-22,Payroll Transfer,50381
2024-08-22,Employee Salary,69042
2024-07-30,Courier Charge,1869
2024-05-25,Printer Paper,876
2024-01-08,Ola Cab,3691
2024-10-27,WiFi Payment,1334
2024-11-25,Broadband Recharge,3283
2024-12-18,GitHub Pro,2145
2024-05-18,Rail Ticket,3399
2024-08-12,Desk Equipment,22454
2024-04-30,Laptop Purchase,59184
2024-10-09,Broadband Recharge,2593
2024-05-17,Repair Service,1099
2024-12-19,Restaurant Meeting,1343
2024-09-21,Printer Paper,2996
2024-02-02,Rail Ticket,366
2024-05-09,Office Stationery,1458
2024-09-11,Zoom License,5640
2024-01-11,Local Vendor,1421
2024-10-10,Restaurant Meeting,3452
2024-01-01,Canva Pro,6591
2024-02-25,Electricity Bill,2334
2024-12-22,Rail Ticket,2257
2024-12-08,Ola Cab,3492
2024-08-29,Swiggy Team Lunch,1856
2024-01-24,Zoom License,3160
2024-05-03,Zomato Dinner,2230
2024-04-26,Courier Charge,4239
2024-12-19,Canva Pro,1269
2024-03-11,Office Stationery,2614
2024-01-23,GitHub Pro,7598
2024-09-30,GitHub Pro,3878
2024-08-13,Office Stationery,2546
2024-04-19,Monitor Setup,56367
2024-01-19,Notion Annual,1293
2024-03-02,Uber Ride,3551
2024-02-17,Rail Ticket,1912
2024-03-01,Swiggy Team Lunch,2805
2024-10-01,Printer Paper,2750
2024-12-18,AWS Subscription,4399
2024-09-07,Ola Cab,252
2024-06-18,GitHub Pro,7770
2024-10-25,Office Stationery,2363
2024-08-06,Notion Annual,500
2024-08-19,Zomato Dinner,3385
2024-02-19,Repair Service,420
2024-04-08,Intern Stipend,38039
2024-01-24,Monitor Setup,23349
2024-04-11,Monitor Setup,21701
2024-02-01,Office Chair,38202
2024-01-17,Electricity Bill,1901
2024-07-06,Pens Purchase,1136
2024-12-18,Rail Ticket,1460
2024-07-12,Office Stationery,2240
2024-01-18,Employee Salary,44545
2024-08-03,Repair Service,5806
2024-04-18,Office Stationery,945
2024-02-25,Office Stationery,2000
2024-03-26,Google Ads,12463
2024-03-21,Flight Booking,3911
2024-08-05,Repair Service,3878
2024-06-10,Desk Equipment,26296
2024-04-10,Ola Cab,364
2024-10-01,Facebook Ads,7152
2024-12-21,Electricity Bill,1744
2024-12-24,Laptop Purchase,23056
2024-09-02,Local Vendor,4788
2024-12-30,Canva Pro,10513
2024-04-02,Laptop Purchase,41944
2024-05-03,Repair Service,1235
2024-11-06,Intern Stipend,76249
2024-10-02,Local Vendor,2178
2024-09-25,Local Vendor,2978
2024-05-13,Local Vendor,2327
2024-04-01,Restaurant Meeting,857
2024-04-15,Payroll Transfer,52145
2024-11-21,Monitor Setup,53794
2024-11-15,Pens Purchase,905
2024-11-20,Electricity Bill,4258
2024-08-23,Local Vendor,2836
2024-01-16,Office Chair,30130
2024-01-14,Employee Salary,71121
2024-02-12,Intern Stipend,21988
2024-11-22,Swiggy Team Lunch,3402
2024-09-03,Office Stationery,1079
2024-11-27,Printer Paper,2507
2024-11-18,Swiggy Team Lunch,3525
2024-06-29,Intern Stipend,29815
2024-02-28,Zomato Dinner,3053
2024-05-13,Courier Charge,2593
2024-03-16,Laptop Purchase,43767
2024-09-08,Misc Purchase,2552
2024-03-30,Local Vendor,1433
2024-07-13,Uber Ride,2773
